20230118,  Positioniere Instr.1,  38-15,  5535.248033,  -1456.072114,  -1533.624840,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.016739,  0.017217,  0.017318,  0.029606,  ,  ,  ,  01/18/23 09:08:55,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.002573 mm,  Weather:T=16.6C,P=953.4hPA(mbar),H=23.1%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000027, v = 0.000033 deg. Level Compensation OFF
20230118,  Positioniere Instr.1,  36-20,  763.386679,  -1453.071013,  -3572.277953,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.016988,  0.017007,  0.016712,  0.029277,  ,  ,  ,  01/18/23 09:09:50,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.007810 mm,  Weather:T=16.6C,P=953.4hPA(mbar),H=23.1%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000146 mm, h = 0.000069, v = 0.000110 deg. Level Compensation OFF
20230118,  Positioniere Instr.1,  PIM1_3,  5231.759472,  -107.120766,  4639.165394,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.028468,  0.029807,  0.024637,  0.048019,  ,  ,  ,  01/18/23 09:10:26,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.012157 mm,  Weather:T=16.4C,P=953.4hPA(mbar),H=23.1%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000069 mm, h = 0.000067, v = 0.000092 deg. Level Compensation OFF
20230118,  Positioniere Instr.1,  PIM1_4*,  3277.008722,  519.296829,  4013.163604,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.023736,  0.023825,  0.020113,  0.039187,  ,  ,  ,  01/18/23 09:10:48,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.013051 mm,  Weather:T=16.4C,P=953.4hPA(mbar),H=23.1%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000128 mm, h = 0.000047, v = 0.000145 deg. Level Compensation OFF
20230118,  Positioniere Instr.1,  PIM1_5,  3160.870464,  -1415.650445,  4037.481810,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.024686,  0.024459,  0.020902,  0.040553,  ,  ,  ,  01/18/23 09:11:03,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.011440 mm,  Weather:T=16.4C,P=953.4hPA(mbar),H=23.1%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000045, v = 0.000121 deg. Level Compensation OFF
20230118,  Positioniere Instr.1,  PIM1_9,  -2252.367490,  585.505054,  -1317.586599,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.019416,  0.022647,  0.022652,  0.037456,  ,  ,  ,  01/18/23 09:11:52,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.030644 mm,  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000142 mm, h = 0.000222, v = 0.000303 deg. Level Compensation OFF
20230118,  Rotationszentrum Hinweg,  Rot1,  -140.405486,  -664.133009,  -243.719441,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.014125,  0.013002,  0.012965,  0.023166,  ,  ,  ,  01/18/23 09:20:41,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot82,  237.013940,  -664.123641,  -151.023004,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013120,  0.011521,  0.011492,  0.020903,  ,  ,  ,  01/18/23 09:23:14,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot83,  239.660733,  -664.121782,  -146.780591,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013114,  0.011516,  0.011488,  0.020894,  ,  ,  ,  01/18/23 09:23:14,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot84,  242.230620,  -664.121461,  -142.487744,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013108,  0.011511,  0.011486,  0.020886,  ,  ,  ,  01/18/23 09:23:15,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot85,  244.724103,  -664.119051,  -138.152130,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013103,  0.011506,  0.011483,  0.020879,  ,  ,  ,  01/18/23 09:23:17,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot86,  247.139863,  -664.118616,  -133.770954,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013097,  0.011502,  0.011482,  0.020873,  ,  ,  ,  01/18/23 09:23:18,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot87,  249.474933,  -664.109213,  -129.349377,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013093,  0.011498,  0.011480,  0.020867,  ,  ,  ,  01/18/23 09:23:19,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot88,  252.673092,  -664.109218,  -122.961687,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013086,  0.011493,  0.011479,  0.020859,  ,  ,  ,  01/18/23 09:23:38,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot89,  254.824123,  -664.110935,  -118.444032,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013082,  0.011491,  0.011479,  0.020855,  ,  ,  ,  01/18/23 09:23:43,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot90,  256.884465,  -664.100916,  -113.886659,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013078,  0.011488,  0.011479,  0.020851,  ,  ,  ,  01/18/23 09:23:44,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg,  Rot91,  258.868352,  -664.106762,  -109.296638,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013074,  0.011486,  0.011480,  0.020848,  ,  ,  ,  01/18/23 09:23:45,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  Weather:T=16.7C,P=953.4hPA(mbar),H=23.1%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.005000,  Sample Rate (Hz) = 100.000000
20230118,  Rotationszentrum Hinweg - Cardinal Pts,  Mittelpunkt,  -0.113230,  -683.065564,  -0.217334,  0.000000,  0.000000,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  00:00:00,  ,  
20230118,  Rotationszentrum Hinweg - Cardinal Pts,  Punkt auf Normale,  -0.079130,  -383.003559,  -0.377763,  0.000000,  0.000000,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  00:00:00,  ,  
20230118,  Rotationszentrum Hinweg - Cardinal Pts,  Drehzentrum an Objekt,  -0.035604,  -0.000307,  -0.582536,  0.000000,  0.000000,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  00:00:00,  ,  
20230118,  Ref Panel2 STT rot 115°,  2_1,  -32.525745,  315.581112,  375.678682,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.014079,  0.013036,  0.013282,  0.023336,  ,  ,  ,  01/18/23 09:46:15,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.028867 mm,  Weather:T=16.9C,P=953.4hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
20230118,  Ref Panel2 STT rot 115°,  2_2,  -139.421961,  313.526665,  222.526879,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.014241,  0.013202,  0.013369,  0.023576,  ,  ,  ,  01/18/23 09:46:30,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.009483 mm,  Weather:T=16.6C,P=953.4hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
20230118,  Ref Panel2 STT rot 115°,  2_6,  -49.009263,  -314.351067,  351.953785,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.014120,  0.013105,  0.013325,  0.023424,  ,  ,  ,  01/18/23 09:47:23,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.006175 mm,  Weather:T=16.6C,P=953.4hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
20230118,  Ref Panel2 STT rot 115°,  2_5,  -144.169625,  -314.372150,  215.973464,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.014266,  0.013259,  0.013412,  0.023647,  ,  ,  ,  01/18/23 09:47:44,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.029929 mm,  Weather:T=16.9C,P=953.4hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
20230118,  Ref Targetkammer,  H11,  79.204568,  -368.180748,  208.658741,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013657,  0.012320,  0.012555,  0.022269,  ,  ,  ,  01/18/23 09:52:14,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.003167 mm,  Weather:T=16.9C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001420 mm, h = 0.000045, v = 0.000046 deg. Level Compensation OFF
20230118,  Ref Targetkammer,  H12,  211.715371,  -370.187307,  -76.518874,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013129,  0.011267,  0.011427,  0.020733,  ,  ,  ,  01/18/23 09:52:21,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.001884 mm,  Weather:T=16.9C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000578 mm, h = 0.000023, v = 0.000038 deg. Level Compensation OFF
20230118,  Ref Targetkammer,  H13,  163.030985,  -371.329066,  -141.568402,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013240,  0.011392,  0.011505,  0.020915,  ,  ,  ,  01/18/23 09:52:28,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.007955 mm,  Weather:T=16.9C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000150 mm, h = 0.000155, v = 0.000122 deg. Level Compensation OFF
20230118,  Ref Targetkammer,  H14,  -89.453239,  -370.397171,  -147.418469,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013919,  0.012517,  0.012582,  0.022555,  ,  ,  ,  01/18/23 09:54:38,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.007529 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000150 mm, h = 0.000138, v = 0.000097 deg. Level Compensation OFF
20230118,  Ref Targetkammer,  TC2,  -155.855703,  228.743875,  -176.041011,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.014044,  0.012639,  0.012721,  0.022777,  ,  ,  ,  01/18/23 09:55:38,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.006777 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001005 mm, h = 0.000104, v = 0.000105 deg. Level Compensation OFF
20230118,  Ref Targetkammer,  TC1,  157.226285,  228.379184,  -176.751576,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013215,  0.011183,  0.011342,  0.020696,  ,  ,  ,  01/18/23 09:55:51,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.004250 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001618 mm, h = 0.000085, v = 0.000049 deg. Level Compensation OFF
20230118,  Ref Targetkammer,  TC3,  162.879975,  755.910747,  -151.468113,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013338,  0.011859,  0.011823,  0.021408,  ,  ,  ,  01/18/23 09:56:12,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005820 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001619 mm, h = 0.000120, v = 0.000067 deg. Level Compensation OFF
20230118,  Ref Gestell,  H6,  510.951668,  -749.182467,  -354.966995,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.012296,  0.010450,  0.010147,  0.019062,  ,  ,  ,  01/18/23 09:57:58,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.002715 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000059, v = 0.000052 deg. Level Compensation OFF
20230118,  Ref Gestell,  H18,  698.484628,  -1397.868690,  -334.493751,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.012243,  0.011907,  0.011009,  0.020319,  ,  ,  ,  01/18/23 09:58:08,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.001195 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000023, v = 0.000025 deg. Level Compensation OFF
20230118,  Ref Gestell,  H19,  356.488014,  -1397.489666,  241.957044,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013753,  0.013383,  0.013198,  0.023290,  ,  ,  ,  01/18/23 09:58:19,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.001312 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000178 mm, h = 0.000026, v = 0.000017 deg. Level Compensation OFF
20230118,  Ref Gestell,  H15,  207.200822,  -1395.449735,  -1576.959484,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.013935,  0.013480,  0.013223,  0.023468,  ,  ,  ,  01/18/23 10:00:19,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.005978 mm,  Weather:T=18.4C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000142 mm, h = 0.000140, v = 0.000044 deg. Level Compensation OFF
20230118,  Ref Gestell,  H20,  -1.746685,  -1395.369588,  794.091181,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.015547,  0.015505,  0.015510,  0.026883,  ,  ,  ,  01/18/23 10:00:52,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.003591 mm,  Weather:T=18.4C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000062, v = 0.000032 deg. Level Compensation OFF
20230118,  Ref Gestell,  H21,  -203.039689,  -1396.038463,  520.408279,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.015662,  0.015640,  0.015638,  0.027101,  ,  ,  ,  01/18/23 10:01:08,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.001773 mm,  Weather:T=18.4C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000028, v = 0.000019 deg. Level Compensation OFF
20230118,  Ref Gestell,  H16,  673.039989,  -1398.083287,  -1033.763770,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.012245,  0.011859,  0.010847,  0.020205,  ,  ,  ,  01/18/23 10:01:34,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.002633 mm,  Weather:T=18.6C,P=954.6hPA(mbar),H=24.2%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000075, v = 0.000036 deg. Level Compensation OFF
