Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Innenecken,  1,  651.082341,  -467.561574,  -134.243983,  6.350000,  6.350000,  01/21/22 10:51:38,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.017029 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Innenecken,  2,  206.978045,  -466.466442,  631.809631,  6.350000,  6.350000,  01/21/22 10:51:47,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.036725 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Innenecken,  3,  207.651877,  464.179419,  632.263139,  6.350000,  6.350000,  01/21/22 10:51:54,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.036715 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Innenecken,  4,  650.766740,  463.431517,  -138.372459,  6.350000,  6.350000,  01/21/22 10:52:02,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.020941 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene,  5,  625.109687,  -485.957208,  -73.589425,  6.350000,  6.350000,  01/21/22 10:52:24,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  159,  670.889894,  114.616843,  -147.813713,  6.350000,  6.350000,  01/21/22 10:54:23,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  160,  670.686788,  134.631659,  -147.470662,  6.350000,  6.350000,  01/21/22 10:54:24,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  161,  668.868067,  154.314867,  -144.245090,  6.350000,  6.350000,  01/21/22 10:54:24,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  162,  669.753954,  174.286178,  -145.885545,  6.350000,  6.350000,  01/21/22 10:54:24,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  163,  669.646305,  194.309323,  -145.725133,  6.350000,  6.350000,  01/21/22 10:54:24,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  164,  670.674399,  214.249078,  -147.577662,  6.350000,  6.350000,  01/21/22 10:54:24,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  165,  670.515546,  234.281574,  -147.297201,  6.350000,  6.350000,  01/21/22 10:54:25,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  166,  671.618014,  254.195163,  -149.227922,  6.350000,  6.350000,  01/21/22 10:54:25,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  167,  670.473790,  274.117734,  -147.107060,  6.350000,  6.350000,  01/21/22 10:54:25,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  168,  670.875243,  294.168061,  -147.797349,  6.350000,  6.350000,  01/21/22 10:54:26,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  169,  670.723286,  314.200504,  -147.554500,  6.350000,  6.350000,  01/21/22 10:54:26,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  170,  667.095867,  332.787004,  -141.111122,  6.350000,  6.350000,  01/21/22 10:54:26,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  171,  668.508365,  352.635592,  -143.558061,  6.350000,  6.350000,  01/21/22 10:54:27,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  172,  671.652062,  371.607496,  -149.082094,  6.350000,  6.350000,  01/21/22 10:54:27,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  173,  669.535874,  391.167430,  -145.223098,  6.350000,  6.350000,  01/21/22 10:54:27,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  174,  670.711163,  411.048892,  -147.145036,  6.350000,  6.350000,  01/21/22 10:54:28,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  175,  670.281301,  431.067696,  -146.401693,  6.350000,  6.350000,  01/21/22 10:54:28,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  Panel 6 Ebene 2,  176,  670.683699,  450.996641,  -148.073817,  6.350000,  6.350000,  01/21/22 10:54:29,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15,  15_1,  184.812035,  321.732161,  1321.132182,  6.350000,  6.350000,  01/21/22 10:59:04,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.053650 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15,  15_2,  111.232534,  319.137387,  1321.147278,  6.350000,  6.350000,  01/21/22 10:59:12,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.030057 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15,  15_3,  145.140364,  -321.775911,  1324.166284,  6.350000,  6.350000,  01/21/22 10:59:32,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.016960 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15,  15_4,  -97.023351,  318.699110,  1321.152745,  6.350000,  6.350000,  01/21/22 10:59:45,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.018292 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15,  15_5,  -185.132036,  321.200357,  1320.885690,  6.350000,  6.350000,  01/21/22 11:00:03,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.018297 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15,  15_6,  -148.316893,  -323.542486,  1324.193539,  6.350000,  6.350000,  01/21/22 11:00:14,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.038218 mm,  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  1,  215.710401,  114.925761,  1312.260440,  6.350000,  6.350000,  01/21/22 11:01:00,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  2,  215.754309,  109.637621,  1292.904780,  6.350000,  6.350000,  01/21/22 11:01:00,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  3,  215.627141,  96.604526,  1308.117578,  6.350000,  6.350000,  01/21/22 11:01:01,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  4,  215.628668,  85.851896,  1291.248518,  6.350000,  6.350000,  01/21/22 11:01:01,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  5,  215.416313,  74.406607,  1307.674360,  6.350000,  6.350000,  01/21/22 11:01:01,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  6,  215.188586,  60.075411,  1293.602534,  6.350000,  6.350000,  01/21/22 11:01:02,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  7,  215.008660,  41.753571,  1301.657348,  6.350000,  6.350000,  01/21/22 11:01:02,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  8,  214.940443,  27.991652,  1287.141325,  6.350000,  6.350000,  01/21/22 11:01:03,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
Kontrolle Panel 6 und 15 + Drehgestellreferenzen,  P15 surf,  9,  214.770833,  7.934272,  1285.723678,  6.350000,  6.350000,  01/21/22 11:01:04,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  Weather:T=20.2C,P=992.4hPA(mbar),H=21.4%,  Spatial Scan Spatial Scan To SA Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = TRUE,  Wait for Stable When Beam Reset = TRUE,  Anzahl/Pkte = 1,  Stop Trigger =  Strahlunterbr.,  Inkrement = 0.020000,  Sampling Frequenz = 100.000000
